flight_date,flight_status,departure,arrival,airline,flight,aircraft,live
2023-11-28,active,"{'airport': 'Hawkes Bay', 'timezone': 'Pacific/Auckland', 'iata': 'NPE', 'icao': 'NZNR', 'terminal': None, 'gate': '2', 'delay': 7, 'scheduled': '2023-11-28T10:15:00+00:00', 'estimated': '2023-11-28T10:15:00+00:00', 'actual': '2023-11-28T10:21:00+00:00', 'estimated_runway': '2023-11-28T10:21:00+00:00', 'actual_runway': '2023-11-28T10:21:00+00:00'}","{'airport': 'Wellington International', 'timezone': 'Pacific/Auckland', 'iata': 'WLG', 'icao': 'NZWN', 'terminal': '1', 'gate': '19', 'baggage': None, 'delay': None, 'scheduled': '2023-11-28T11:15:00+00:00', 'estimated': '2023-11-28T11:15:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air New Zealand', 'iata': 'NZ', 'icao': 'ANZ'}","{'number': '8885', 'iata': 'NZ8885', 'icao': 'ANZ8885', 'codeshared': None}",,
2023-11-28,active,"{'airport': 'Hawkes Bay', 'timezone': 'Pacific/Auckland', 'iata': 'NPE', 'icao': 'NZNR', 'terminal': None, 'gate': '2', 'delay': 7, 'scheduled': '2023-11-28T10:15:00+00:00', 'estimated': '2023-11-28T10:15:00+00:00', 'actual': '2023-11-28T10:21:00+00:00', 'estimated_runway': '2023-11-28T10:21:00+00:00', 'actual_runway': '2023-11-28T10:21:00+00:00'}","{'airport': 'Wellington International', 'timezone': 'Pacific/Auckland', 'iata': 'WLG', 'icao': 'NZWN', 'terminal': '1', 'gate': '19', 'baggage': None, 'delay': None, 'scheduled': '2023-11-28T11:15:00+00:00', 'estimated': '2023-11-28T11:15:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Qantas', 'iata': 'QF', 'icao': 'QFA'}","{'number': '8598', 'iata': 'QF8598', 'icao': 'QFA8598', 'codeshared': {'airline_name': 'air new zealand', 'airline_iata': 'nz', 'airline_icao': 'anz', 'flight_number': '8885', 'flight_iata': 'nz8885', 'flight_icao': 'anz8885'}}",,
2023-11-28,active,"{'airport': 'Tontouta', 'timezone': 'Pacific/Noumea', 'iata': 'NOU', 'icao': 'NWWW', 'terminal': None, 'gate': None, 'delay': 8, 'scheduled': '2023-11-28T01:05:00+00:00', 'estimated': '2023-11-28T01:05:00+00:00', 'actual': '2023-11-28T01:13:00+00:00', 'estimated_runway': '2023-11-28T01:13:00+00:00', 'actual_runway': '2023-11-28T01:13:00+00:00'}","{'airport': 'Singapore Changi', 'timezone': 'Asia/Singapore', 'iata': 'SIN', 'icao': 'WSSS', 'terminal': '3', 'gate': None, 'baggage': '48', 'delay': 3, 'scheduled': '2023-11-28T07:10:00+00:00', 'estimated': '2023-11-28T07:10:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Aircalin', 'iata': 'SB', 'icao': 'ACI'}","{'number': '740', 'iata': 'SB740', 'icao': 'ACI740', 'codeshared': None}","{'registration': 'F-ONEO', 'iata': 'A339', 'icao': 'A339', 'icao24': '3A348E'}","{'updated': '2023-11-27T22:00:10+00:00', 'latitude': -1.8575, 'longitude': 110.377, 'altitude': 11582.4, 'direction': 303, 'speed_horizontal': 898.22, 'speed_vertical': 0, 'is_ground': False}"
2023-11-28,active,"{'airport': 'Tontouta', 'timezone': 'Pacific/Noumea', 'iata': 'NOU', 'icao': 'NWWW', 'terminal': None, 'gate': None, 'delay': 8, 'scheduled': '2023-11-28T01:05:00+00:00', 'estimated': '2023-11-28T01:05:00+00:00', 'actual': '2023-11-28T01:13:00+00:00', 'estimated_runway': '2023-11-28T01:13:00+00:00', 'actual_runway': '2023-11-28T01:13:00+00:00'}","{'airport': 'Singapore Changi', 'timezone': 'Asia/Singapore', 'iata': 'SIN', 'icao': 'WSSS', 'terminal': '3', 'gate': None, 'baggage': '48', 'delay': 3, 'scheduled': '2023-11-28T07:10:00+00:00', 'estimated': '2023-11-28T07:10:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air France', 'iata': 'AF', 'icao': 'AFR'}","{'number': '4022', 'iata': 'AF4022', 'icao': 'AFR4022', 'codeshared': {'airline_name': 'aircalin', 'airline_iata': 'sb', 'airline_icao': 'aci', 'flight_number': '740', 'flight_iata': 'sb740', 'flight_icao': 'aci740'}}",,
2023-11-28,active,"{'airport': 'Almaty', 'timezone': 'Asia/Almaty', 'iata': 'ALA', 'icao': 'UAAA', 'terminal': None, 'gate': 'GT3', 'delay': 17, 'scheduled': '2023-11-28T01:15:00+00:00', 'estimated': '2023-11-28T01:15:00+00:00', 'actual': '2023-11-28T01:31:00+00:00', 'estimated_runway': '2023-11-28T01:31:00+00:00', 'actual_runway': '2023-11-28T01:31:00+00:00'}","{'airport': 'Seoul (Incheon)', 'timezone': 'Asia/Seoul', 'iata': 'ICN', 'icao': 'RKSI', 'terminal': '1', 'gate': '35', 'baggage': '20', 'delay': None, 'scheduled': '2023-11-28T09:55:00+00:00', 'estimated': '2023-11-28T09:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Asiana Airlines', 'iata': 'OZ', 'icao': 'AAR'}","{'number': '6962', 'iata': 'OZ6962', 'icao': 'AAR6962', 'codeshared': {'airline_name': 'air astana', 'airline_iata': 'kc', 'airline_icao': 'kzr', 'flight_number': '909', 'flight_iata': 'kc909', 'flight_icao': 'kzr909'}}",,
2023-11-28,active,"{'airport': 'Auckland International', 'timezone': 'Pacific/Auckland', 'iata': 'AKL', 'icao': 'NZAA', 'terminal': 'D', 'gate': '46', 'delay': 19, 'scheduled': '2023-11-28T08:25:00+00:00', 'estimated': '2023-11-28T08:25:00+00:00', 'actual': '2023-11-28T08:44:00+00:00', 'estimated_runway': '2023-11-28T08:44:00+00:00', 'actual_runway': '2023-11-28T08:44:00+00:00'}","{'airport': 'Gisborne', 'timezone': 'Pacific/Auckland', 'iata': 'GIS', 'icao': 'NZGS', 'terminal': 'D', 'gate': None, 'baggage': None, 'delay': 9, 'scheduled': '2023-11-28T09:30:00+00:00', 'estimated': '2023-11-28T09:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Singapore Airlines', 'iata': 'SQ', 'icao': 'SIA'}","{'number': '4383', 'iata': 'SQ4383', 'icao': 'SIA4383', 'codeshared': {'airline_name': 'air new zealand', 'airline_iata': 'nz', 'airline_icao': 'anz', 'flight_number': '8163', 'flight_iata': 'nz8163', 'flight_icao': 'anz8163'}}",,
2023-11-28,active,"{'airport': 'Auckland International', 'timezone': 'Pacific/Auckland', 'iata': 'AKL', 'icao': 'NZAA', 'terminal': 'D', 'gate': '46', 'delay': 19, 'scheduled': '2023-11-28T08:25:00+00:00', 'estimated': '2023-11-28T08:25:00+00:00', 'actual': '2023-11-28T08:44:00+00:00', 'estimated_runway': '2023-11-28T08:44:00+00:00', 'actual_runway': '2023-11-28T08:44:00+00:00'}","{'airport': 'Gisborne', 'timezone': 'Pacific/Auckland', 'iata': 'GIS', 'icao': 'NZGS', 'terminal': 'D', 'gate': None, 'baggage': None, 'delay': 9, 'scheduled': '2023-11-28T09:30:00+00:00', 'estimated': '2023-11-28T09:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Qantas', 'iata': 'QF', 'icao': 'QFA'}","{'number': '8491', 'iata': 'QF8491', 'icao': 'QFA8491', 'codeshared': {'airline_name': 'air new zealand', 'airline_iata': 'nz', 'airline_icao': 'anz', 'flight_number': '8163', 'flight_iata': 'nz8163', 'flight_icao': 'anz8163'}}",,
2023-11-28,active,"{'airport': 'Auckland International', 'timezone': 'Pacific/Auckland', 'iata': 'AKL', 'icao': 'NZAA', 'terminal': 'D', 'gate': '46', 'delay': 19, 'scheduled': '2023-11-28T08:25:00+00:00', 'estimated': '2023-11-28T08:25:00+00:00', 'actual': '2023-11-28T08:44:00+00:00', 'estimated_runway': '2023-11-28T08:44:00+00:00', 'actual_runway': '2023-11-28T08:44:00+00:00'}","{'airport': 'Gisborne', 'timezone': 'Pacific/Auckland', 'iata': 'GIS', 'icao': 'NZGS', 'terminal': 'D', 'gate': None, 'baggage': None, 'delay': 9, 'scheduled': '2023-11-28T09:30:00+00:00', 'estimated': '2023-11-28T09:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air China LTD', 'iata': 'CA', 'icao': 'CCA'}","{'number': '5904', 'iata': 'CA5904', 'icao': 'CCA5904', 'codeshared': {'airline_name': 'air new zealand', 'airline_iata': 'nz', 'airline_icao': 'anz', 'flight_number': '8163', 'flight_iata': 'nz8163', 'flight_icao': 'anz8163'}}",,
2023-11-28,active,"{'airport': 'Gisborne', 'timezone': 'Pacific/Auckland', 'iata': 'GIS', 'icao': 'NZGS', 'terminal': None, 'gate': None, 'delay': 16, 'scheduled': '2023-11-28T10:00:00+00:00', 'estimated': '2023-11-28T10:00:00+00:00', 'actual': '2023-11-28T10:15:00+00:00', 'estimated_runway': '2023-11-28T10:15:00+00:00', 'actual_runway': '2023-11-28T10:15:00+00:00'}","{'airport': 'Auckland International', 'timezone': 'Pacific/Auckland', 'iata': 'AKL', 'icao': 'NZAA', 'terminal': 'D', 'gate': '46', 'baggage': 'DTB3', 'delay': 6, 'scheduled': '2023-11-28T11:05:00+00:00', 'estimated': '2023-11-28T11:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air New Zealand', 'iata': 'NZ', 'icao': 'ANZ'}","{'number': '8164', 'iata': 'NZ8164', 'icao': 'ANZ8164', 'codeshared': None}",,
2023-11-28,active,"{'airport': 'Gisborne', 'timezone': 'Pacific/Auckland', 'iata': 'GIS', 'icao': 'NZGS', 'terminal': None, 'gate': None, 'delay': 16, 'scheduled': '2023-11-28T10:00:00+00:00', 'estimated': '2023-11-28T10:00:00+00:00', 'actual': '2023-11-28T10:15:00+00:00', 'estimated_runway': '2023-11-28T10:15:00+00:00', 'actual_runway': '2023-11-28T10:15:00+00:00'}","{'airport': 'Auckland International', 'timezone': 'Pacific/Auckland', 'iata': 'AKL', 'icao': 'NZAA', 'terminal': 'D', 'gate': '46', 'baggage': 'DTB3', 'delay': 6, 'scheduled': '2023-11-28T11:05:00+00:00', 'estimated': '2023-11-28T11:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Qantas', 'iata': 'QF', 'icao': 'QFA'}","{'number': '8494', 'iata': 'QF8494', 'icao': 'QFA8494', 'codeshared': {'airline_name': 'air new zealand', 'airline_iata': 'nz', 'airline_icao': 'anz', 'flight_number': '8164', 'flight_iata': 'nz8164', 'flight_icao': 'anz8164'}}",,
